LISTING_ID,DATE,AVAILABLE,RESERVATION_ID,PRICE,MINIMUM_NIGHTS,MAXIMUM_NIGHTS
3781,2021-08-26,f,6,125,32,1125
3781,2021-08-27,f,7,125,32,1125
3781,2021-08-28,f,7,125,32,1125
3781,2021-08-29,f,7,125,32,1125
3781,2021-08-30,f,7,125,32,1125
3781,2021-08-31,f,7,125,32,1125
3781,2021-09-01,f,8,125,32,1125
3781,2021-09-02,f,8,125,32,1125
3781,2021-09-03,f,8,125,32,1125
3781,2021-09-04,f,8,125,32,1125
3781,2021-09-05,f,8,125,32,1125
3781,2021-09-06,f,8,125,32,1125
3781,2021-09-07,f,8,125,32,1125
3781,2021-09-08,f,8,125,32,1125
3781,2021-09-09,f,9,125,32,1125
3781,2021-09-10,f,9,125,32,1125
3781,2021-09-11,f,9,125,32,1125
3781,2021-09-12,f,9,125,32,1125
3781,2021-09-13,f,9,125,32,1125
3781,2021-09-14,f,9,125,32,1125
3781,2021-09-15,f,9,125,32,1125
3781,2021-09-16,f,9,125,32,1125
3781,2021-09-17,f,9,125,32,1125
3781,2021-09-18,f,9,125,32,1125
3781,2021-09-19,f,9,125,32,1125
3781,2021-09-20,f,9,125,32,1125
3781,2021-09-21,f,9,125,32,1125
3781,2021-09-22,f,10,125,32,1125
3781,2021-09-23,f,10,125,32,1125
3781,2021-09-24,f,11,125,32,1125
3781,2021-09-25,f,11,125,32,1125
3781,2021-09-26,f,11,125,32,1125
3781,2021-09-27,f,12,125,32,1125
3781,2021-09-28,f,12,125,32,1125
3781,2021-09-29,f,12,125,32,1125
3781,2021-09-30,f,12,125,32,1125
3781,2021-10-01,f,12,125,32,1125
3781,2021-10-02,f,12,125,32,1125
3781,2021-10-03,f,12,125,32,1125
3781,2021-10-04,f,13,125,32,1125
3781,2021-10-05,f,13,125,32,1125
3781,2021-10-06,f,13,125,32,1125
3781,2021-10-07,f,13,125,32,1125
3781,2021-10-08,f,13,125,32,1125
3781,2021-10-09,f,13,125,32,1125
3781,2021-10-10,f,14,125,32,1125
3781,2021-10-11,f,15,125,32,1125
3781,2021-10-12,f,15,125,32,1125
3781,2021-10-13,f,15,125,32,1125
3781,2021-10-14,f,15,125,32,1125
3781,2021-10-15,f,15,125,32,1125
3781,2021-10-16,t,NULL,125,32,1125
3781,2021-10-17,t,NULL,125,32,1125
3781,2021-10-18,t,NULL,125,32,1125
3781,2021-10-19,t,NULL,125,32,1125
3781,2021-10-20,t,NULL,125,32,1125
3781,2021-10-21,t,NULL,125,32,1125
3781,2021-10-22,t,NULL,125,32,1125
3781,2021-10-23,t,NULL,125,32,1125
3781,2021-10-24,t,NULL,125,32,1125
3781,2021-10-25,t,NULL,125,32,1125
3781,2021-10-26,t,NULL,125,32,1125
3781,2021-10-27,t,NULL,125,32,1125
3781,2021-10-28,t,NULL,125,32,1125
3781,2021-10-29,t,NULL,125,32,1125
3781,2021-10-30,t,NULL,125,32,1125
3781,2021-10-31,t,NULL,125,32,1125
3781,2021-11-01,t,NULL,125,32,1125
3781,2021-11-02,t,NULL,125,32,1125
3781,2021-11-03,t,NULL,125,32,1125
3781,2021-11-04,t,NULL,125,32,1125
3781,2021-11-05,t,NULL,125,32,1125
3781,2021-11-06,t,NULL,125,32,1125
3781,2021-11-07,t,NULL,125,32,1125
3781,2021-11-08,t,NULL,125,32,1125
3781,2021-11-09,t,NULL,125,32,1125
3781,2021-11-10,t,NULL,125,32,1125
3781,2021-11-11,t,NULL,125,32,1125
3781,2021-11-12,t,NULL,125,32,1125
3781,2021-11-13,t,NULL,125,32,1125
3781,2021-11-14,t,NULL,125,32,1125
3781,2021-11-15,t,NULL,125,32,1125
3781,2021-11-16,t,NULL,125,32,1125
3781,2021-11-17,t,NULL,125,32,1125
3781,2021-11-18,t,NULL,125,32,1125
3781,2021-11-19,t,NULL,125,32,1125
3781,2021-11-20,t,NULL,125,32,1125
3781,2021-11-21,t,NULL,125,32,1125
3781,2021-11-22,t,NULL,125,32,1125
3781,2021-11-23,t,NULL,125,32,1125
3781,2021-11-24,t,NULL,125,32,1125
3781,2021-11-25,t,NULL,125,32,1125
3781,2021-11-26,t,NULL,125,32,1125
3781,2021-11-27,t,NULL,125,32,1125
3781,2021-11-28,t,NULL,125,32,1125
3781,2021-11-29,t,NULL,125,32,1125
3781,2021-11-30,t,NULL,125,32,1125
3781,2021-12-01,t,NULL,125,32,1125
3781,2021-12-02,t,NULL,125,32,1125
3781,2021-12-03,t,NULL,125,32,1125
3781,2021-12-04,t,NULL,125,32,1125
3781,2021-12-05,t,NULL,125,32,1125
3781,2021-12-06,t,NULL,125,32,1125
3781,2021-12-07,t,NULL,125,32,1125
3781,2021-12-08,t,NULL,125,32,1125
3781,2021-12-09,t,NULL,125,32,1125
3781,2021-12-10,t,NULL,125,32,1125
3781,2021-12-11,t,NULL,125,32,1125
3781,2021-12-12,t,NULL,125,32,1125
3781,2021-12-13,t,NULL,125,32,1125
3781,2021-12-14,t,NULL,125,32,1125
3781,2021-12-15,t,NULL,125,32,1125
3781,2021-12-16,t,NULL,125,32,1125
3781,2021-12-17,t,NULL,125,32,1125
3781,2021-12-18,t,NULL,125,32,1125
3781,2021-12-19,t,NULL,125,32,1125
3781,2021-12-20,t,NULL,125,32,1125
3781,2021-12-21,t,NULL,125,32,1125
3781,2021-12-22,t,NULL,125,32,1125
3781,2021-12-23,t,NULL,125,32,1125
3781,2021-12-24,t,NULL,125,32,1125
3781,2021-12-25,t,NULL,125,32,1125
3781,2021-12-26,t,NULL,125,32,1125
3781,2021-12-27,t,NULL,125,32,1125
3781,2021-12-28,t,NULL,125,32,1125
3781,2021-12-29,t,NULL,125,32,1125
3781,2021-12-30,t,NULL,125,32,1125
3781,2021-12-31,t,NULL,150,32,1125
3781,2022-01-01,t,NULL,150,32,1125
3781,2022-01-02,t,NULL,125,32,1125
3781,2022-01-03,t,NULL,125,32,1125
3781,2022-01-04,t,NULL,125,32,1125
3781,2022-01-05,t,NULL,125,32,1125
3781,2022-01-06,t,NULL,125,32,1125
3781,2022-01-07,t,NULL,150,32,1125
3781,2022-01-08,f,16,150,32,1125
3781,2022-01-09,f,16,125,32,1125
3781,2022-01-10,f,16,125,32,1125
3781,2022-01-11,f,16,125,32,1125
3781,2022-01-12,f,16,125,32,1125
3781,2022-01-13,f,16,125,32,1125
3781,2022-01-14,f,16,150,32,1125
3781,2022-01-15,f,16,150,32,1125
3781,2022-01-16,f,16,125,32,1125
3781,2022-01-17,f,16,125,32,1125
3781,2022-01-18,f,16,125,32,1125
3781,2022-01-19,f,17,125,32,1125
3781,2022-01-20,f,17,125,32,1125
3781,2022-01-21,f,17,150,32,1125
3781,2022-01-22,f,17,150,32,1125
3781,2022-01-23,f,18,125,32,1125
3781,2022-01-24,f,18,125,32,1125
3781,2022-01-25,f,18,125,32,1125
3781,2022-01-26,f,18,125,32,1125
3781,2022-01-27,f,18,125,32,1125
3781,2022-01-28,f,19,150,32,1125
3781,2022-01-29,f,19,150,32,1125
3781,2022-01-30,f,19,125,32,1125
3781,2022-01-31,f,19,125,32,1125
3781,2022-02-01,f,19,125,32,1125
3781,2022-02-02,f,19,125,32,1125
3781,2022-02-03,f,19,125,32,1125
3781,2022-02-04,f,20,150,32,1125
3781,2022-02-05,f,20,150,32,1125
3781,2022-02-06,f,21,125,32,1125
3781,2022-02-07,f,21,125,32,1125
3781,2022-02-08,f,21,125,32,1125
3781,2022-02-09,f,21,125,32,1125
3781,2022-02-10,f,21,125,32,1125
3781,2022-02-11,f,21,150,32,1125
3781,2022-02-12,f,21,150,32,1125
3781,2022-02-13,f,21,125,32,1125
3781,2022-02-14,f,21,125,32,1125
3781,2022-02-15,f,21,125,32,1125
3781,2022-02-16,f,21,125,32,1125
3781,2022-02-17,f,21,125,32,1125
3781,2022-02-18,f,21,150,32,1125
3781,2022-02-19,f,21,150,32,1125
3781,2022-02-20,f,22,125,32,1125
3781,2022-02-21,f,22,125,32,1125
3781,2022-02-22,f,22,125,32,1125
3781,2022-02-23,f,22,125,32,1125
3781,2022-02-24,f,22,125,32,1125
3781,2022-02-25,f,23,150,32,1125
3781,2022-02-26,f,23,150,32,1125
3781,2022-02-27,f,23,125,32,1125
3781,2022-02-28,f,23,125,32,1125
3781,2022-03-01,f,23,125,32,1125
3781,2022-03-02,f,23,125,32,1125
3781,2022-03-03,f,23,125,32,1125
3781,2022-03-04,f,23,150,32,1125
3781,2022-03-05,f,23,150,32,1125
3781,2022-03-06,f,23,125,32,1125
3781,2022-03-07,f,23,125,32,1125
3781,2022-03-08,f,23,125,32,1125
3781,2022-03-09,f,23,125,32,1125
3781,2022-03-10,f,23,125,32,1125
3781,2022-03-11,f,24,150,32,1125
3781,2022-03-12,f,24,150,32,1125
3781,2022-03-13,f,24,125,32,1125
3781,2022-03-14,f,25,125,32,1125
3781,2022-03-15,f,25,125,32,1125
3781,2022-03-16,f,25,125,32,1125
3781,2022-03-17,f,25,125,32,1125
3781,2022-03-18,f,25,150,32,1125
3781,2022-03-19,f,25,150,32,1125
3781,2022-03-20,f,25,125,32,1125
3781,2022-03-21,f,25,125,32,1125
3781,2022-03-22,f,25,125,32,1125
3781,2022-03-23,f,25,125,32,1125
3781,2022-03-24,f,26,125,32,1125
3781,2022-03-25,f,26,150,32,1125
3781,2022-03-26,f,26,150,32,1125
3781,2022-03-27,f,26,125,32,1125
3781,2022-03-28,f,26,125,32,1125
3781,2022-03-29,f,27,125,32,1125
3781,2022-03-30,f,27,125,32,1125
3781,2022-03-31,f,27,125,32,1125
3781,2022-04-01,f,27,150,32,1125
3781,2022-04-02,f,27,150,32,1125
3781,2022-04-03,f,27,125,32,1125
3781,2022-04-04,f,27,125,32,1125
3781,2022-04-05,f,27,125,32,1125
3781,2022-04-06,f,27,125,32,1125
3781,2022-04-07,f,27,125,32,1125
3781,2022-04-08,f,27,150,32,1125
3781,2022-04-09,f,28,150,32,1125
3781,2022-04-10,f,28,125,32,1125
3781,2022-04-11,f,28,125,32,1125
3781,2022-04-12,f,28,125,32,1125
3781,2022-04-13,f,28,125,32,1125
3781,2022-04-14,f,28,125,32,1125
3781,2022-04-15,f,28,150,32,1125
3781,2022-04-16,f,29,150,32,1125
3781,2022-04-17,f,29,125,32,1125
3781,2022-04-18,f,29,125,32,1125
3781,2022-04-19,f,29,125,32,1125
3781,2022-04-20,f,29,125,32,1125
3781,2022-04-21,f,29,125,32,1125
3781,2022-04-22,f,29,150,32,1125
3781,2022-04-23,f,30,150,32,1125
3781,2022-04-24,f,30,125,32,1125
3781,2022-04-25,f,30,125,32,1125
3781,2022-04-26,f,30,125,32,1125
3781,2022-04-27,f,30,125,32,1125
3781,2022-04-28,f,30,125,32,1125
3781,2022-04-29,f,30,150,32,1125
3781,2022-04-30,f,30,150,32,1125
3781,2022-05-01,f,30,125,32,1125
3781,2022-05-02,f,30,125,32,1125
3781,2022-05-03,f,30,125,32,1125
3781,2022-05-04,f,30,125,32,1125
3781,2022-05-05,f,30,125,32,1125
3781,2022-05-06,f,30,150,32,1125
3781,2022-05-07,f,31,150,32,1125
3781,2022-05-08,f,31,125,32,1125
3781,2022-05-09,f,31,125,32,1125
3781,2022-05-10,f,31,125,32,1125
3781,2022-05-11,f,31,125,32,1125
3781,2022-05-12,f,31,125,32,1125
3781,2022-05-13,f,31,150,32,1125
3781,2022-05-14,f,31,150,32,1125
3781,2022-05-15,f,31,125,32,1125
3781,2022-05-16,f,31,125,32,1125
3781,2022-05-17,f,31,125,32,1125
3781,2022-05-18,f,32,125,32,1125
3781,2022-05-19,f,32,125,32,1125
3781,2022-05-20,f,32,150,32,1125
3781,2022-05-21,f,32,150,32,1125
3781,2022-05-22,f,32,125,32,1125
3781,2022-05-23,f,32,125,32,1125
3781,2022-05-24,f,32,125,32,1125
3781,2022-05-25,f,32,125,32,1125
3781,2022-05-26,f,32,125,32,1125
3781,2022-05-27,f,32,150,32,1125
3781,2022-05-28,f,32,150,32,1125
3781,2022-05-29,f,32,125,32,1125
3781,2022-05-30,f,33,125,32,1125
3781,2022-05-31,f,33,125,32,1125
3781,2022-06-01,f,33,125,32,1125
3781,2022-06-02,f,33,125,32,1125
3781,2022-06-03,f,33,150,32,1125
3781,2022-06-04,f,33,150,32,1125
3781,2022-06-05,f,33,125,32,1125
3781,2022-06-06,f,33,125,32,1125
3781,2022-06-07,f,33,125,32,1125
3781,2022-06-08,f,33,125,32,1125
3781,2022-06-09,f,33,125,32,1125
3781,2022-06-10,f,33,150,32,1125
3781,2022-06-11,f,33,150,32,1125
3781,2022-06-12,f,33,125,32,1125
3781,2022-06-13,f,34,125,32,1125
3781,2022-06-14,f,34,125,32,1125
3781,2022-06-15,f,34,125,32,1125
3781,2022-06-16,f,34,125,32,1125
3781,2022-06-17,f,34,150,32,1125
3781,2022-06-18,f,34,150,32,1125
3781,2022-06-19,f,34,125,32,1125
3781,2022-06-20,f,34,125,32,1125
3781,2022-06-21,f,34,125,32,1125
3781,2022-06-22,f,34,125,32,1125
3781,2022-06-23,f,34,125,32,1125
3781,2022-06-24,f,35,150,32,1125
3781,2022-06-25,f,35,150,32,1125
3781,2022-06-26,f,35,125,32,1125
3781,2022-06-27,f,35,125,32,1125
3781,2022-06-28,f,35,125,32,1125
3781,2022-06-29,f,35,125,32,1125
3781,2022-06-30,f,35,125,32,1125
3781,2022-07-01,f,36,150,32,1125
3781,2022-07-02,f,37,150,32,1125
3781,2022-07-03,f,37,125,32,1125
3781,2022-07-04,f,37,125,32,1125
3781,2022-07-05,f,38,125,32,1125
3781,2022-07-06,f,38,125,32,1125
3781,2022-07-07,f,39,125,32,1125
3781,2022-07-08,f,40,150,32,1125
3781,2022-07-09,f,41,150,32,1125
3781,2022-07-10,f,41,125,32,1125
3781,2022-07-11,f,41,125,32,1125
5506,2021-07-12,f,42,145,3,1125
5506,2021-07-13,t,NULL,145,3,1125
5506,2021-07-14,t,NULL,145,3,1125
5506,2021-07-15,t,NULL,145,3,1125
5506,2021-07-16,f,43,145,3,1125
5506,2021-07-17,f,43,145,3,1125
5506,2021-07-18,f,43,145,3,1125
5506,2021-07-19,t,NULL,145,3,1125
5506,2021-07-20,t,NULL,145,3,1125
5506,2021-07-21,t,NULL,145,3,1125
5506,2021-07-22,t,NULL,145,3,1125
5506,2021-07-23,t,NULL,145,3,1125
5506,2021-07-24,t,NULL,145,3,1125
5506,2021-07-25,f,44,145,3,1125
5506,2021-07-26,f,45,145,3,1125
5506,2021-07-27,f,45,145,3,1125
5506,2021-07-28,t,NULL,145,3,1125
5506,2021-07-29,t,NULL,145,3,1125
5506,2021-07-30,t,NULL,145,3,1125
5506,2021-07-31,f,46,145,3,1125
5506,2021-08-01,f,46,145,3,1125
5506,2021-08-02,f,46,145,3,1125
5506,2021-08-03,f,46,145,3,1125
5506,2021-08-04,f,46,145,3,1125
5506,2021-08-05,f,46,145,3,1125
5506,2021-08-06,f,46,145,3,1125
5506,2021-08-07,f,46,145,3,1125
5506,2021-08-08,f,46,145,3,1125
5506,2021-08-09,f,46,145,3,1125
5506,2021-08-10,f,46,145,3,1125
5506,2021-08-11,f,47,145,3,1125
5506,2021-08-12,f,47,145,3,1125
5506,2021-08-13,f,47,145,3,1125
5506,2021-08-14,f,48,145,3,1125
5506,2021-08-15,f,48,145,3,1125
5506,2021-08-16,f,48,145,3,1125
5506,2021-08-17,f,48,145,3,1125
5506,2021-08-18,f,48,145,3,1125
5506,2021-08-19,f,48,145,3,1125
5506,2021-08-20,f,48,145,3,1125
5506,2021-08-21,f,49,145,3,1125
5506,2021-08-22,f,49,145,3,1125
5506,2021-08-23,f,49,145,3,1125
5506,2021-08-24,f,50,145,3,1125
5506,2021-08-25,f,51,145,3,1125
5506,2021-08-26,f,51,145,3,1125
5506,2021-08-27,f,52,145,3,1125
5506,2021-08-28,f,52,145,3,1125
5506,2021-08-29,t,NULL,145,3,1125
5506,2021-08-30,t,NULL,145,3,1125
5506,2021-08-31,t,NULL,145,3,1125
5506,2021-09-01,t,NULL,145,3,1125
5506,2021-09-02,t,NULL,145,3,1125
5506,2021-09-03,t,NULL,145,3,1125
5506,2021-09-04,t,NULL,145,3,1125
5506,2021-09-05,t,NULL,145,3,1125
5506,2021-09-06,t,NULL,145,3,1125
5506,2021-09-07,t,NULL,145,3,1125
5506,2021-09-08,t,NULL,145,3,1125
5506,2021-09-09,t,NULL,145,3,1125
5506,2021-09-10,t,NULL,145,3,1125
5506,2021-09-11,t,NULL,145,3,1125
5506,2021-09-12,t,NULL,145,3,1125
5506,2021-09-13,t,NULL,145,3,1125
5506,2021-09-14,t,NULL,145,3,1125
5506,2021-09-15,t,NULL,145,3,1125
5506,2021-09-16,t,NULL,145,3,1125
5506,2021-09-17,t,NULL,145,3,1125
5506,2021-09-18,t,NULL,145,3,1125
5506,2021-09-19,t,NULL,145,3,1125
5506,2021-09-20,f,53,145,3,1125
5506,2021-09-21,f,54,145,3,1125
5506,2021-09-22,f,54,145,3,1125
5506,2021-09-23,f,54,145,3,1125
5506,2021-09-24,t,NULL,145,3,1125
5506,2021-09-25,t,NULL,145,3,1125
5506,2021-09-26,t,NULL,145,3,1125
5506,2021-09-27,t,NULL,145,3,1125
5506,2021-09-28,t,NULL,145,3,1125
5506,2021-09-29,t,NULL,145,3,1125
5506,2021-09-30,t,NULL,145,3,1125
5506,2021-10-01,f,55,145,3,1125
5506,2021-10-02,f,56,145,3,1125
5506,2021-10-03,f,56,145,3,1125
5506,2021-10-04,t,NULL,145,3,1125
5506,2021-10-05,t,NULL,145,3,1125
5506,2021-10-06,t,NULL,145,3,1125
5506,2021-10-07,t,NULL,145,3,1125
5506,2021-10-08,t,NULL,145,3,1125
5506,2021-10-09,f,57,145,3,1125
5506,2021-10-10,f,57,145,3,1125
5506,2021-10-11,f,57,145,3,1125
5506,2021-10-12,f,57,145,3,1125
5506,2021-10-13,f,57,145,3,1125
5506,2021-10-14,f,58,145,3,1125
5506,2021-10-15,f,58,145,3,1125
5506,2021-10-16,f,58,145,3,1125
5506,2021-10-17,f,58,145,3,1125
5506,2021-10-18,f,58,145,3,1125
5506,2021-10-19,f,58,145,3,1125
5506,2021-10-20,f,59,145,3,1125
5506,2021-10-21,f,59,145,3,1125
5506,2021-10-22,f,59,145,3,1125
5506,2021-10-23,f,59,145,3,1125
5506,2021-10-24,f,59,145,3,1125
5506,2021-10-25,f,59,145,3,1125
5506,2021-10-26,f,59,145,3,1125
5506,2021-10-27,f,59,145,3,1125
5506,2021-10-28,f,60,145,3,1125
5506,2021-10-29,f,60,145,3,1125
5506,2021-10-30,f,60,145,3,1125
5506,2021-10-31,f,60,145,3,1125
5506,2021-11-01,f,60,145,3,1125
5506,2021-11-02,f,60,145,3,1125
5506,2021-11-03,f,60,145,3,1125
5506,2021-11-04,f,60,145,3,1125
5506,2021-11-05,f,61,145,3,1125
5506,2021-11-06,f,61,145,3,1125
5506,2021-11-07,f,61,145,3,1125
5506,2021-11-08,f,62,145,3,1125
5506,2021-11-09,f,62,145,3,1125
5506,2021-11-10,f,62,145,3,1125
5506,2021-11-11,f,63,145,3,1125
5506,2021-11-12,f,63,145,3,1125
5506,2021-11-13,f,63,145,3,1125
5506,2021-11-14,f,63,145,3,1125
5506,2021-11-15,f,63,145,3,1125
5506,2021-11-16,f,63,145,3,1125
5506,2021-11-17,f,63,145,3,1125
5506,2021-11-18,f,63,145,3,1125
5506,2021-11-19,f,64,145,3,1125
5506,2021-11-20,f,64,145,3,1125
5506,2021-11-21,f,64,145,3,1125
5506,2021-11-22,f,64,145,3,1125
5506,2021-11-23,f,64,145,3,1125
5506,2021-11-24,f,64,145,3,1125
5506,2021-11-25,f,64,145,3,1125
5506,2021-11-26,f,64,145,3,1125
5506,2021-11-27,f,64,145,3,1125
5506,2021-11-28,f,64,145,3,1125
5506,2021-11-29,f,64,145,3,1125
5506,2021-11-30,f,65,145,3,1125
5506,2021-12-01,f,65,145,3,1125
5506,2021-12-02,f,65,145,3,1125
5506,2021-12-03,f,65,145,3,1125
5506,2021-12-04,f,66,145,3,1125
5506,2021-12-05,f,66,145,3,1125
5506,2021-12-06,f,66,145,3,1125
5506,2021-12-07,f,66,145,3,1125
5506,2021-12-08,f,66,145,3,1125
5506,2021-12-09,f,66,145,3,1125
5506,2021-12-10,f,66,145,3,1125
5506,2021-12-11,f,66,145,3,1125
5506,2021-12-12,f,66,145,3,1125
5506,2021-12-13,f,66,145,3,1125
5506,2021-12-14,f,66,145,3,1125
5506,2021-12-15,f,66,145,3,1125
5506,2021-12-16,f,66,145,3,1125
5506,2021-12-17,f,66,145,3,1125
5506,2021-12-18,f,67,145,3,1125
5506,2021-12-19,f,67,145,3,1125
5506,2021-12-20,f,67,145,3,1125
5506,2021-12-21,f,67,145,3,1125
5506,2021-12-22,f,67,145,3,1125
5506,2021-12-23,f,67,145,3,1125
5506,2021-12-24,f,67,145,3,1125
5506,2021-12-25,f,67,145,3,1125
5506,2021-12-26,f,67,145,3,1125
5506,2021-12-27,f,67,145,3,1125
5506,2021-12-28,f,67,145,3,1125
5506,2021-12-29,f,67,145,3,1125
5506,2021-12-30,f,67,145,3,1125
5506,2021-12-31,f,68,145,3,1125
5506,2022-01-01,f,68,145,3,1125
5506,2022-01-02,f,68,145,3,1125
5506,2022-01-03,f,68,145,3,1125
5506,2022-01-04,f,68,145,3,1125
5506,2022-01-05,f,68,145,3,1125
5506,2022-01-06,f,68,145,3,1125
5506,2022-01-07,f,68,145,3,1125
5506,2022-01-08,f,68,145,3,1125
5506,2022-01-09,f,68,145,3,1125
5506,2022-01-10,f,68,145,3,1125
5506,2022-01-11,f,69,145,3,1125
5506,2022-01-12,f,69,145,3,1125
5506,2022-01-13,f,69,145,3,1125
5506,2022-01-14,f,69,145,3,1125
5506,2022-01-15,f,69,145,3,1125
5506,2022-01-16,f,69,145,3,1125
5506,2022-01-17,f,69,145,3,1125
5506,2022-01-18,f,69,145,3,1125
5506,2022-01-19,f,69,145,3,1125
5506,2022-01-20,f,70,145,3,1125
5506,2022-01-21,f,70,145,3,1125
5506,2022-01-22,f,70,145,3,1125
5506,2022-01-23,f,70,145,3,1125
5506,2022-01-24,f,70,145,3,1125
5506,2022-01-25,f,70,145,3,1125
5506,2022-01-26,f,70,145,3,1125
5506,2022-01-27,f,70,145,3,1125
5506,2022-01-28,f,70,145,3,1125
5506,2022-01-29,f,70,145,3,1125
5506,2022-01-30,f,70,145,3,1125
5506,2022-01-31,f,71,145,3,1125
5506,2022-02-01,f,71,145,3,1125
5506,2022-02-02,f,71,145,3,1125
5506,2022-02-03,f,71,145,3,1125
5506,2022-02-04,f,71,145,3,1125
5506,2022-02-05,f,71,145,3,1125
5506,2022-02-06,f,71,145,3,1125
5506,2022-02-07,f,71,145,3,1125
5506,2022-02-08,f,71,145,3,1125
5506,2022-02-09,f,71,145,3,1125
5506,2022-02-10,f,71,145,3,1125
5506,2022-02-11,f,71,145,3,1125
5506,2022-02-12,f,71,145,3,1125
5506,2022-02-13,f,71,145,3,1125
5506,2022-02-14,f,72,145,3,1125
5506,2022-02-15,f,72,145,3,1125
5506,2022-02-16,f,72,145,3,1125
5506,2022-02-17,f,72,145,3,1125
5506,2022-02-18,f,72,145,3,1125
5506,2022-02-19,f,72,145,3,1125
5506,2022-02-20,f,73,145,3,1125
5506,2022-02-21,f,73,145,3,1125
5506,2022-02-22,f,73,145,3,1125
5506,2022-02-23,f,73,145,3,1125
5506,2022-02-24,f,73,145,3,1125
5506,2022-02-25,f,73,145,3,1125
5506,2022-02-26,f,73,145,3,1125
5506,2022-02-27,f,73,145,3,1125
5506,2022-02-28,f,73,145,3,1125
5506,2022-03-01,f,73,145,3,1125
5506,2022-03-02,f,73,145,3,1125
5506,2022-03-03,f,73,145,3,1125
5506,2022-03-04,f,73,145,3,1125
5506,2022-03-05,f,74,145,3,1125
5506,2022-03-06,f,74,145,3,1125
5506,2022-03-07,f,74,145,3,1125
5506,2022-03-08,f,74,145,3,1125
5506,2022-03-09,f,74,145,3,1125
5506,2022-03-10,f,74,145,3,1125
5506,2022-03-11,f,74,145,3,1125
5506,2022-03-12,f,74,145,3,1125
5506,2022-03-13,f,74,145,3,1125
5506,2022-03-14,f,74,145,3,1125
5506,2022-03-15,f,74,145,3,1125
5506,2022-03-16,f,75,145,3,1125
5506,2022-03-17,f,75,145,3,1125
5506,2022-03-18,f,75,145,3,1125
5506,2022-03-19,f,75,145,3,1125
5506,2022-03-20,f,75,145,3,1125
5506,2022-03-21,f,75,145,3,1125
5506,2022-03-22,f,75,145,3,1125
5506,2022-03-23,f,75,145,3,1125
5506,2022-03-24,f,75,145,3,1125
5506,2022-03-25,f,75,145,3,1125
5506,2022-03-26,f,75,145,3,1125
5506,2022-03-27,f,75,145,3,1125
5506,2022-03-28,f,75,145,3,1125
5506,2022-03-29,f,75,145,3,1125
5506,2022-03-30,f,76,145,3,1125
5506,2022-03-31,f,76,145,3,1125
5506,2022-04-01,f,76,145,3,1125
5506,2022-04-02,f,76,145,3,1125
5506,2022-04-03,f,76,145,3,1125
5506,2022-04-04,f,76,145,3,1125
5506,2022-04-05,f,76,145,3,1125
5506,2022-04-06,f,77,145,3,1125
5506,2022-04-07,f,77,145,3,1125
5506,2022-04-08,f,78,145,3,1125
5506,2022-04-09,f,78,145,3,1125
5506,2022-04-10,f,78,145,3,1125
5506,2022-04-11,f,78,145,3,1125
5506,2022-04-12,f,78,145,3,1125
5506,2022-04-13,f,78,145,3,1125
5506,2022-04-14,f,78,145,3,1125
5506,2022-04-15,f,79,145,3,1125
5506,2022-04-16,f,79,145,3,1125
5506,2022-04-17,f,79,145,3,1125
